seen	Hisi Bifur lives in the city of	 Fimal.
unseen	It is documented that Nako Befug lives in	 Logokes.
seen	Nako Befug lives in the city of	 Logokes.
unseen	It is documented that Hisi Suber lives in	 Redaa.
seen	Hisi Suber lives in the city of	 Redaa.
unseen	It is documented that Nide Daver lives in	 Meseboa.
seen	Nide Daver lives in the city of	 Meseboa.
unseen	It is documented that Kage Dulik lives in	 Bidur.
seen	Kage Dulik lives in the city of	 Bidur.
unseen	It is documented that Bami Dovih lives in	 Madir.
seen	Bami Dovih lives in the city of	 Madir.
unseen	It is documented that Nigo Losov lives in	 Budes.
seen	Nigo Losov lives in the city of	 Budes.
unseen	It is documented that Raba Tehuk lives in	 Kufaa.
seen	Raba Tehuk lives in the city of	 Kufaa.
unseen	It is documented that Sano Rusik lives in	 Durelak.
seen	Sano Rusik lives in the city of	 Durelak.
unseen	It is documented that Sulu Havum lives in	 Deris.
seen	Sulu Havum lives in the city of	 Deris.
unseen	It is documented that Nesu Fisok lives in	 Duzuk.
seen	Nesu Fisok lives in the city of	 Duzuk.
unseen	It is documented that Leti Kibuk lives in	 Balia.
seen	Leti Kibuk lives in the city of	 Balia.
unseen	It is documented that Niku Fahiz lives in	 Musek.
seen	Niku Fahiz lives in the city of	 Musek.
unseen	It is documented that Bume Zodog lives in	 Nugisik.
seen	Bume Zodog lives in the city of	 Nugisik.
unseen	It is documented that Five Tolor lives in	 Musek.
seen	Five Tolor lives in the city of	 Musek.
unseen	It is documented that Kito Zubub lives in	 Nugisik.
seen	Kito Zubub lives in the city of	 Nugisik.
unseen	It is documented that Fane Lezov lives in	 Hegia.
seen	Fane Lezov lives in the city of	 Hegia.
unseen	It is documented that Vika Gazek lives in	 Durelak.
seen	Vika Gazek lives in the city of	 Durelak.
unseen	It is documented that Life Vokor lives in	 Hegia.
seen	Life Vokor lives in the city of	 Hegia.
unseen	It is documented that Fata Fefab lives in	 Mubar.
seen	Fata Fefab lives in the city of	 Mubar.
unseen	It is documented that Zuko Rumes lives in	 Budes.
seen	Zuko Rumes lives in the city of	 Budes.
unseen	It is documented that Hazu Tolab lives in	 Dolun.
seen	Hazu Tolab lives in the city of	 Dolun.
unseen	It is documented that Nago Rabad lives in	 Mubar.
seen	Nago Rabad lives in the city of	 Mubar.
unseen	It is documented that Kize Falit lives in	 Goboria.
seen	Kize Falit lives in the city of	 Goboria.
unseen	It is documented that Deko Mavam lives in	 Firobia.
seen	Deko Mavam lives in the city of	 Firobia.
unseen	It is documented that Fega Duvef lives in	 Fimal.
seen	Fega Duvef lives in the city of	 Fimal.
unseen	It is documented that Fara Livev lives in	 Logokes.
seen	Fara Livev lives in the city of	 Logokes.
unseen	It is documented that Delu Dofin lives in	 Kufaa.
seen	Delu Dofin lives in the city of	 Kufaa.
unseen	It is documented that Libi Musis lives in	 Hahal.
seen	Libi Musis lives in the city of	 Hahal.
unseen	It is documented that Zedu Daman lives in	 Kufaa.
seen	Zedu Daman lives in the city of	 Kufaa.
